Temperature (K)	Resistance (ohm)	Applied Voltage (V)
270.009000	3199.282849	0.200000
270.009000	3202.302584	0.200000
269.993500	3204.464717	0.200000
269.998500	3208.004613	0.200000
269.997000	3210.212585	0.200000
269.997000	3214.426862	0.200000
269.998500	3216.279520	0.200000
270.001500	3219.349579	0.200000
270.001000	3221.721620	0.200000
269.997000	3225.875652	0.200000
269.999000	3228.235960	0.200000
270.001000	3229.746221	0.200000
269.999500	3233.706605	0.200000
269.997000	3235.779437	0.200000
269.999500	3237.590236	0.200000
269.999500	3240.515780	0.200000
269.998000	3243.181009	0.200000
269.999000	3243.648612	0.200000
269.998500	3249.011732	0.200000
270.001000	3249.753466	0.200000
269.995500	3251.912490	0.200000
269.998500	3255.068467	0.200000
269.997000	3257.162949	0.200000
269.997000	3257.636715	0.200000
270.005500	3260.337634	0.200000
270.001500	3263.540347	0.200000
269.994500	3265.975847	0.200000
269.997000	3268.348221	0.200000
270.002000	3268.534100	0.200000
270.003000	3272.333224	0.200000
269.999000	3271.965440	0.200000
269.997000	3273.552267	0.200000
270.003000	3276.625325	0.200000
270.000000	3278.621340	0.200000
269.998000	3281.750775	0.200000
269.997000	3282.080905	0.200000
270.001500	3283.189185	0.200000
270.005000	3286.590890	0.200000
269.994500	3286.882561	0.200000
270.004000	3288.273573	0.200000
269.992000	3289.889249	0.200000
269.997000	3290.909668	0.200000
269.994500	3292.379968	0.200000
270.000500	3295.250128	0.200000
270.000500	3297.179214	0.200000
269.998000	3296.426542	0.200000
269.995000	3299.397382	0.200000
270.002000	3300.585474	0.200000
270.002500	3301.116091	0.200000
269.998000	3302.932046	0.200000
269.998000	3304.029892	0.200000
270.002000	3306.416896	0.200000
270.004000	3305.451301	0.200000
269.999000	3307.834888	0.200000
270.000500	3309.392088	0.200000
270.003500	3310.647672	0.200000
269.994000	3310.932667	0.200000
269.994000	3313.263790	0.200000
270.001000	3313.247873	0.200000
270.006500	3316.518584	0.200000
269.997000	3315.638874	0.200000
269.995000	3316.688532	0.200000
270.001000	3317.954614	0.200000
270.003000	3321.178926	0.200000
269.986000	3320.866248	0.200000
269.996000	3322.141040	0.200000
269.995000	3322.573732	0.200000
269.996000	3322.247547	0.200000
269.996000	3325.500118	0.200000
269.998000	3325.740667	0.200000
270.000000	3326.475250	0.200000
270.003500	3327.158681	0.200000
269.999000	3328.218970	0.200000
270.000000	3329.859180	0.200000
270.005000	3332.870064	0.200000
269.993000	3330.974448	0.200000
270.002000	3334.680544	0.200000
269.994500	3334.857363	0.200000
270.004500	3335.277800	0.200000
269.998500	3336.588732	0.200000
270.001500	3338.233303	0.200000
269.999000	3338.501891	0.200000
270.001000	3339.402698	0.200000
269.995000	3340.109302	0.200000
270.001500	3340.884289	0.200000
270.004000	3341.540714	0.200000
269.990500	3343.804457	0.200000
270.000000	3344.047662	0.200000
269.999000	3346.957122	0.200000
269.998500	3345.042655	0.200000
269.998500	3345.788029	0.200000
270.001500	3346.496218	0.200000
270.003000	3348.134880	0.200000
269.997000	3349.333098	0.200000
269.995500	3349.238869	0.200000
270.000500	3350.802182	0.200000
270.001500	3352.414719	0.200000
269.993000	3351.962423	0.200000
269.987000	3353.483297	0.200000
269.993000	3352.669857	0.200000
270.008000	3354.613886	0.200000
270.004500	3354.454094	0.200000
269.996500	3355.548181	0.200000
269.997000	3356.244175	0.200000
270.006000	3358.641255	0.200000
269.994000	3357.735677	0.200000
270.003000	3359.824429	0.200000
269.995000	3360.190214	0.200000
269.991500	3359.336276	0.200000
269.996000	3361.182975	0.200000
269.997000	3361.403857	0.200000
269.996000	3361.738341	0.200000
270.003000	3361.366570	0.200000
270.001500	3363.485863	0.200000
269.992000	3362.969502	0.200000
270.005500	3363.551480	0.200000
269.995000	3364.489629	0.200000
269.990000	3367.112203	0.200000
269.995000	3367.369583	0.200000
270.000000	3367.994487	0.200000
269.997500	3367.983144	0.200000
270.008500	3368.379639	0.200000
269.997500	3368.650263	0.200000
269.999500	3368.769419	0.200000
270.000000	3370.652069	0.200000
269.994000	3370.301610	0.200000
269.995500	3371.668644	0.200000
269.995000	3372.225775	0.200000
270.000000	3371.713549	0.200000
270.006000	3371.363437	0.200000
269.992000	3371.999489	0.200000
269.999000	3372.960560	0.200000
269.990000	3373.836807	0.200000
270.000000	3373.995604	0.200000
269.994000	3372.457209	0.200000
269.998000	3374.949270	0.200000
269.997000	3375.537111	0.200000
269.993000	3374.133923	0.200000
269.990500	3375.536542	0.200000
270.002500	3375.843075	0.200000
270.005000	3378.707117	0.200000
269.993000	3378.451426	0.200000
270.001000	3377.222592	0.200000
269.997000	3379.721132	0.200000
270.006000	3380.151245	0.200000
269.994000	3380.920922	0.200000
270.004000	3379.959880	0.200000
269.998000	3381.808172	0.200000
270.002000	3381.732120	0.200000
269.996500	3383.980810	0.200000
269.993500	3382.702752	0.200000
270.000500	3383.374571	0.200000
269.998500	3384.913778	0.200000
269.994000	3383.636733	0.200000
270.002000	3383.778706	0.200000
270.005500	3383.826224	0.200000
269.996500	3385.732624	0.200000
269.992500	3386.484776	0.200000
270.006000	3385.117736	0.200000
270.004000	3387.306678	0.200000
270.003500	3388.271903	0.200000
269.997000	3389.479496	0.200000
270.004000	3387.191370	0.200000
270.000000	3388.705343	0.200000
269.999000	3389.506495	0.200000
269.996000	3389.616216	0.200000
269.993000	3390.716118	0.200000
269.997000	3390.159182	0.200000
269.998500	3389.069978	0.200000
269.998500	3391.339942	0.200000
269.999500	3392.644678	0.200000
270.003000	3392.467433	0.200000
269.993000	3393.167315	0.200000
270.002000	3392.819065	0.200000
269.998000	3393.963666	0.200000
270.002000	3395.496383	0.200000
270.000000	3395.578244	0.200000
270.008000	3394.173900	0.200000
270.004000	3396.563764	0.200000
269.998500	3397.102034	0.200000
270.008000	3397.168969	0.200000
269.997500	3396.843551	0.200000
269.998500	3397.395760	0.200000
270.001000	3396.345736	0.200000
269.998000	3396.304786	0.200000
270.001000	3398.490323	0.200000
270.000500	3397.981633	0.200000
270.005000	3397.658945	0.200000
269.997000	3399.160339	0.200000
270.001000	3399.504114	0.200000
269.998500	3400.140426	0.200000
270.006000	3400.521980	0.200000
269.993500	3399.594836	0.200000
269.993500	3401.863303	0.200000
269.998000	3398.928692	0.200000
269.985000	3402.405569	0.200000
270.002500	3401.160986	0.200000
269.994000	3402.631902	0.200000
270.001500	3402.049633	0.200000
270.005000	3403.782555	0.200000
270.001000	3402.925427	0.200000
269.986000	3404.274441	0.200000
269.991000	3402.499919	0.200000
270.001500	3404.954277	0.200000
269.999500	3404.658663	0.200000
270.007500	3406.579331	0.200000
269.995000	3404.834866	0.200000
269.993000	3407.438302	0.200000
269.997500	3407.147480	0.200000
269.999500	3407.037201	0.200000
270.004000	3406.422094	0.200000
269.998500	3409.228440	0.200000
269.999000	3407.518417	0.200000
269.993000	3408.460925	0.200000
269.996000	3408.103721	0.200000
269.994500	3409.534730	0.200000
270.002000	3408.496359	0.200000
270.000500	3409.206938	0.200000
270.001000	3409.898629	0.200000
269.997000	3410.731355	0.200000
270.004500	3410.320756	0.200000
270.000000	3412.481287	0.200000
269.996000	3412.671111	0.200000
269.998000	3413.083441	0.200000
269.992000	3411.782146	0.200000
269.994000	3412.611716	0.200000
270.002500	3412.705468	0.200000
269.998500	3412.438201	0.200000
269.998000	3412.767196	0.200000
269.988000	3413.486549	0.200000
269.998000	3415.127341	0.200000
270.002000	3414.868440	0.200000
270.006500	3415.778265	0.200000
270.002500	3415.378699	0.200000
270.000500	3416.147000	0.200000
270.003500	3416.166839	0.200000
270.000500	3417.435860	0.200000
270.003000	3418.420673	0.200000
269.992000	3417.734865	0.200000
269.993500	3419.414237	0.200000
270.001500	3421.126861	0.200000
269.998000	3420.277939	0.200000
270.007000	3421.703971	0.200000
270.005000	3418.854263	0.200000
270.006000	3419.677921	0.200000
269.997000	3421.026794	0.200000
270.002500	3419.026094	0.200000
269.999000	3420.925562	0.200000
270.001000	3421.547676	0.200000
269.997000	3422.944890	0.200000
269.994000	3422.458136	0.200000
269.997500	3423.779311	0.200000
269.997000	3425.080391	0.200000
269.995500	3423.161074	0.200000
270.007000	3424.288720	0.200000
269.996000	3425.130836	0.200000
270.013000	3424.378424	0.200000
270.001000	3425.914681	0.200000
269.993000	3424.291065	0.200000
270.001000	3426.215171	0.200000
269.994000	3427.006559	0.200000
270.002000	3426.590272	0.200000
270.004000	3425.432949	0.200000
269.995000	3425.018217	0.200000
269.996500	3426.351349	0.200000
269.997000	3427.925216	0.200000
270.007000	3428.247214	0.200000
270.001000	3427.809475	0.200000
269.996000	3427.543949	0.200000
270.001000	3427.842963	0.200000
269.999000	3428.164359	0.200000
270.004000	3430.644714	0.200000
269.999000	3429.350577	0.200000
269.997000	3429.144782	0.200000
270.003000	3430.208716	0.200000
270.000500	3430.452297	0.200000
269.995500	3430.309321	0.200000
269.999500	3432.115333	0.200000
270.000500	3430.841273	0.200000
269.997000	3432.692032	0.200000
270.000000	3432.250212	0.200000
269.999000	3433.588392	0.200000
269.994000	3433.751095	0.200000
269.998000	3435.222608	0.200000
270.001000	3433.701575	0.200000
269.998000	3435.088675	0.200000
269.996000	3433.996948	0.200000
270.000000	3435.108145	0.200000
270.003500	3435.999864	0.200000
270.000500	3436.612119	0.200000
270.003000	3436.385967	0.200000
269.994000	3437.765782	0.200000
269.997000	3438.855769	0.200000
269.999000	3437.454400	0.200000
269.997500	3438.381031	0.200000
269.997500	3438.987039	0.200000
270.001500	3439.248428	0.200000
269.994000	3439.690277	0.200000
270.010000	3438.860499	0.200000
270.001000	3440.487902	0.200000
269.994000	3439.835218	0.200000
270.001000	3439.418766	0.200000
269.992000	3439.904439	0.200000
270.003000	3439.436510	0.200000
270.005000	3439.777240	0.200000
270.006000	3438.689034	0.200000
269.998500	3441.831922	0.200000
269.990500	3440.004431	0.200000
270.001500	3441.914847	0.200000
270.004000	3442.200378	0.200000
270.001000	3440.705716	0.200000
270.001000	3442.717061	0.200000
270.001500	3442.992057	0.200000
270.004500	3442.791732	0.200000
270.003000	3443.966154	0.200000
270.003000	3446.006251	0.200000
270.001000	3444.898080	0.200000
270.004000	3445.661912	0.200000
269.997500	3445.568714	0.200000
270.003000	3446.293055	0.200000
270.005000	3444.202202	0.200000
270.001000	3446.271083	0.200000
269.992000	3446.368475	0.200000
270.001000	3444.887993	0.200000
270.008500	3446.249705	0.200000
269.997000	3446.963045	0.200000
270.002000	3447.488884	0.200000
270.000000	3446.353035	0.200000
269.998000	3446.450432	0.200000
269.995500	3446.954133	0.200000
269.998500	3447.093153	0.200000
270.007500	3448.971008	0.200000
269.994000	3448.657593	0.200000
270.000000	3448.498231	0.200000
269.998500	3449.890173	0.200000
270.005000	3451.497657	0.200000
269.997500	3452.272165	0.200000
270.004000	3451.332672	0.200000
270.003000	3451.465492	0.200000
269.995000	3450.659197	0.200000
270.004000	3452.076122	0.200000
270.002500	3453.631969	0.200000
269.997500	3452.296001	0.200000
269.999500	3454.326293	0.200000
269.994500	3454.739799	0.200000
269.995000	3453.872326	0.200000
269.996000	3454.132403	0.200000
270.001500	3454.758299	0.200000
269.998500	3454.143141	0.200000
269.997500	3455.490688	0.200000
270.004500	3456.596127	0.200000
269.996000	3454.135386	0.200000
270.000000	3456.032868	0.200000
270.010000	3456.480235	0.200000
270.001000	3457.279094	0.200000
269.991500	3457.537891	0.200000
269.999000	3457.699285	0.200000
269.999500	3457.038860	0.200000
269.996000	3458.117785	0.200000
269.989000	3458.054405	0.200000
270.000500	3457.609022	0.200000
269.997000	3456.953411	0.200000
270.001000	3459.099863	0.200000
270.005000	3458.206878	0.200000
270.003000	3459.071744	0.200000
270.000500	3459.546827	0.200000
270.000000	3459.011919	0.200000
270.005500	3460.326748	0.200000
269.994000	3459.954401	0.200000
270.003000	3460.140565	0.200000
270.005000	3461.409524	0.200000
270.004500	3461.363995	0.200000
270.001500	3461.413718	0.200000
270.000500	3462.531942	0.200000
269.999500	3461.488004	0.200000
269.997000	3461.735448	0.200000
270.003000	3463.031961	0.200000
270.008000	3464.690130	0.200000
269.997500	3461.649767	0.200000
269.999000	3462.819705	0.200000
270.006000	3463.865646	0.200000
269.995000	3464.274839	0.200000
270.007000	3464.087630	0.200000
269.994000	3462.363503	0.200000
270.002000	3463.058345	0.200000
270.003500	3463.518928	0.200000
269.998500	3463.225052	0.200000
270.003000	3464.472870	0.200000
269.993000	3465.061696	0.200000
270.005000	3464.480672	0.200000
270.003500	3464.568893	0.200000
269.999000	3464.368451	0.200000
269.993000	3465.656128	0.200000
269.999000	3464.902015	0.200000
270.006000	3466.545754	0.200000
270.008500	3464.670924	0.200000
269.993000	3467.881350	0.200000
269.994000	3468.443666	0.200000
270.004500	3467.232057	0.200000
270.003000	3467.789953	0.200000
269.995000	3467.945090	0.200000
270.008000	3468.049124	0.200000
269.997000	3469.902929	0.200000
269.995000	3469.478563	0.200000
269.996500	3471.787646	0.200000
270.008000	3469.019402	0.200000
270.001000	3470.272002	0.200000
269.999500	3470.110034	0.200000
270.002000	3469.967346	0.200000
269.998500	3470.671266	0.200000
269.994500	3471.680978	0.200000
270.003000	3471.947360	0.200000
270.002000	3470.915808	0.200000
269.997000	3471.270636	0.200000
270.006500	3472.278888	0.200000
269.990500	3471.038694	0.200000
270.006000	3472.392225	0.200000
269.999000	3473.147792	0.200000
269.993000	3473.801716	0.200000
270.002000	3472.021496	0.200000
270.000000	3473.758878	0.200000
270.001000	3472.608671	0.200000
269.998500	3472.474821	0.200000
269.991000	3474.147479	0.200000
270.004000	3473.432496	0.200000
269.994000	3473.008473	0.200000
270.000000	3474.727525	0.200000
270.003500	3474.962979	0.200000
269.997000	3475.813897	0.200000
270.009000	3473.876535	0.200000
270.002500	3475.269720	0.200000
270.001000	3476.606609	0.200000
269.994500	3476.980736	0.200000
270.003500	3475.191218	0.200000
269.995000	3476.196915	0.200000
270.002000	3477.020027	0.200000
269.995500	3476.533486	0.200000
269.997500	3477.704437	0.200000
269.992000	3476.492393	0.200000
270.006000	3479.248371	0.200000
270.000000	3480.556221	0.200000
270.001000	3478.400611	0.200000
270.004000	3478.449008	0.200000
270.001000	3478.277807	0.200000
270.002500	3481.049947	0.200000
269.998000	3479.861606	0.200000
270.001000	3480.245517	0.200000
269.997000	3480.478691	0.200000
270.001500	3480.571969	0.200000
269.998500	3481.910517	0.200000
269.998000	3482.495584	0.200000
270.004000	3483.907830	0.200000
269.998000	3481.466846	0.200000
270.004500	3482.543490	0.200000
270.003500	3481.588663	0.200000
269.994000	3481.773525	0.200000
270.001000	3483.210057	0.200000
269.994000	3482.665988	0.200000
269.993000	3482.530149	0.200000
270.003000	3485.040637	0.200000
270.000000	3485.092256	0.200000
269.998500	3483.224616	0.200000
269.998500	3485.508302	0.200000
270.003000	3484.497211	0.200000
270.002000	3483.202777	0.200000
270.002500	3485.164526	0.200000
269.998000	3486.112808	0.200000
269.998500	3483.529784	0.200000
270.005000	3487.377177	0.200000
270.008000	3487.070726	0.200000
270.001000	3486.151698	0.200000
270.006500	3488.357693	0.200000
269.997500	3486.723603	0.200000
270.006000	3485.948751	0.200000
269.996000	3489.068487	0.200000
270.002000	3487.879531	0.200000
270.004000	3486.879222	0.200000
269.992000	3488.867634	0.200000
270.005000	3487.920286	0.200000
270.002500	3489.860559	0.200000
270.005500	3488.993621	0.200000
269.999000	3490.255817	0.200000
269.988000	3488.971101	0.200000
270.009000	3489.699802	0.200000
269.998500	3490.243635	0.200000
270.003500	3489.832547	0.200000
269.999000	3490.389213	0.200000
269.999000	3492.366995	0.200000
270.000000	3492.570081	0.200000
270.004500	3490.933870	0.200000
270.002000	3493.264288	0.200000
270.003000	3490.412361	0.200000
269.998000	3492.569471	0.200000
270.001000	3492.746962	0.200000
269.994000	3493.197783	0.200000
269.999500	3493.080034	0.200000
269.993500	3493.180090	0.200000
269.999500	3494.707876	0.200000
269.999500	3494.630936	0.200000
269.994000	3491.914559	0.200000
269.993000	3493.707919	0.200000
269.996500	3493.504091	0.200000
270.000000	3495.617370	0.200000
270.002000	3494.189512	0.200000
269.994000	3494.550336	0.200000
270.008000	3495.282592	0.200000
270.006000	3496.137380	0.200000
270.003000	3495.797614	0.200000
270.001000	3496.617809	0.200000
270.000000	3493.956939	0.200000
270.001000	3494.365336	0.200000
269.995000	3496.593357	0.200000
270.000500	3495.682133	0.200000
269.996500	3497.036611	0.200000
269.995500	3498.055606	0.200000
269.997000	3497.464076	0.200000
270.001000	3495.774395	0.200000
270.001000	3498.982758	0.200000
269.998000	3498.198166	0.200000
269.998500	3499.610931	0.200000
270.003000	3498.702419	0.200000
270.007500	3497.967506	0.200000
270.002000	3499.009081	0.200000
270.015000	3498.127190	0.200000
269.993000	3500.741720	0.200000
270.001000	3500.451908	0.200000
270.003000	3500.021875	0.200000
269.993500	3500.449458	0.200000
270.006000	3499.037852	0.200000
270.004000	3501.814991	0.200000
269.994000	3500.239941	0.200000
270.006000	3501.267546	0.200000
270.003500	3500.827508	0.200000
270.002500	3502.525759	0.200000
270.001000	3500.275472	0.200000
269.996000	3502.968678	0.200000
269.994000	3501.456956	0.200000
269.999500	3503.747433	0.200000
269.999000	3502.980949	0.200000
269.996000	3503.427666	0.200000
270.005000	3504.170401	0.200000
269.996000	3502.311088	0.200000
269.995500	3503.013467	0.200000
269.998000	3503.960439	0.200000
269.996500	3504.279689	0.200000
270.006500	3502.526986	0.200000
270.003000	3502.612862	0.200000
269.998000	3505.042442	0.200000
269.997500	3504.757445	0.200000
270.012500	3504.081379	0.200000
270.001000	3506.603987	0.200000
269.999500	3506.375906	0.200000
269.992000	3506.955696	0.200000
270.000000	3504.942933	0.200000
270.000500	3505.533309	0.200000
270.003000	3506.889284	0.200000
270.007000	3505.619333	0.200000
269.997000	3505.490913	0.200000
270.006000	3504.966274	0.200000
269.999000	3506.392504	0.200000
270.010000	3506.299681	0.200000
269.999500	3508.415549	0.200000
269.994500	3507.945409	0.200000
269.997000	3506.351932	0.200000
270.001000	3508.696831	0.200000
269.996000	3507.637178	0.200000
270.002000	3508.652513	0.200000
269.997500	3508.514023	0.200000
270.002500	3509.593298	0.200000
269.998000	3510.029998	0.200000
270.013000	3509.552651	0.200000
269.999000	3507.210913	0.200000
269.998000	3507.994017	0.200000
269.994500	3507.151872	0.200000
269.993500	3507.418189	0.200000
269.997500	3508.754078	0.200000
270.002000	3508.336158	0.200000
270.002000	3507.742992	0.200000
269.997000	3509.318029	0.200000
269.999500	3508.583574	0.200000
269.998500	3509.866762	0.200000
270.004000	3510.699735	0.200000
269.992000	3511.300066	0.200000
269.996000	3510.753966	0.200000
269.994500	3510.160599	0.200000
269.998000	3511.121301	0.200000
270.000000	3512.285448	0.200000
269.999000	3511.739041	0.200000
269.998000	3513.434319	0.200000
269.999000	3511.181709	0.200000
269.995000	3512.210816	0.200000
269.999500	3512.310120	0.200000
270.004500	3511.940686	0.200000
269.999000	3513.462711	0.200000
269.999000	3512.131253	0.200000
270.006500	3513.443577	0.200000
270.000000	3514.112147	0.200000
270.000500	3514.948990	0.200000
270.004000	3513.525668	0.200000
269.998000	3514.007184	0.200000
269.998000	3512.399561	0.200000
270.001500	3513.741099	0.200000
269.995000	3512.149138	0.200000
269.997000	3512.551312	0.200000
270.004000	3514.049169	0.200000
270.000000	3514.937253	0.200000
270.008000	3516.191093	0.200000
269.998000	3514.969994	0.200000
270.001500	3515.165214	0.200000
270.000000	3514.885981	0.200000
269.997000	3515.190544	0.200000
269.997000	3516.707349	0.200000
269.997000	3517.015939	0.200000
269.995000	3515.961145	0.200000
269.997500	3513.912105	0.200000
269.997000	3514.188713	0.200000
269.997500	3516.267131	0.200000
270.009000	3516.761147	0.200000
270.007000	3517.323964	0.200000
270.003500	3517.640086	0.200000
270.001500	3516.292477	0.200000
270.004500	3517.254066	0.200000
269.999500	3516.220148	0.200000
269.999000	3514.879187	0.200000
269.992000	3515.986487	0.200000
270.004500	3517.790434	0.200000
269.997500	3515.312879	0.200000
269.999500	3516.374702	0.200000
269.995500	3515.353659	0.200000
270.004000	3518.344914	0.200000
270.000000	3516.656644	0.200000
270.007000	3517.094486	0.200000
270.001000	3518.801130	0.200000
270.001000	3516.199748	0.200000
269.998000	3517.837459	0.200000
270.008000	3516.639949	0.200000
269.986000	3519.381940	0.200000
270.004500	3516.439001	0.200000
270.005000	3516.952856	0.200000
269.997500	3517.899954	0.200000
269.995500	3519.103276	0.200000
270.002000	3517.821371	0.200000
269.997000	3516.294332	0.200000
270.001500	3516.536071	0.200000
269.995500	3517.661121	0.200000
269.993000	3516.592338	0.200000
270.002000	3517.132833	0.200000
270.003000	3519.045072	0.200000
269.999000	3518.674220	0.200000
270.000500	3518.524415	0.200000
269.996000	3519.035165	0.200000
270.006500	3519.407332	0.200000
270.000000	3520.423296	0.200000
269.998000	3518.151197	0.200000
269.998000	3519.757897	0.200000
270.001500	3518.448899	0.200000
269.993500	3517.088920	0.200000
269.992000	3518.177190	0.200000
270.000000	3518.820323	0.200000
269.991000	3519.081604	0.200000
269.999000	3519.004206	0.200000
270.003000	3517.607914	0.200000
270.002000	3518.801130	0.200000
269.996000	3518.634601	0.200000
269.998000	3519.640208	0.200000
270.003000	3520.485883	0.200000
270.000000	3520.526164	0.200000
270.001000	3519.572076	0.200000
270.005000	3519.382560	0.200000
269.997000	3520.343980	0.200000
269.995500	3519.028354	0.200000
269.993000	3519.925772	0.200000
269.991000	3518.786272	0.200000
270.007000	3519.198636	0.200000
270.001000	3519.848956	0.200000
270.005500	3519.482270	0.200000
269.996500	3520.671801	0.200000
270.004500	3520.749272	0.200000
269.996000	3522.310579	0.200000
270.007000	3519.977191	0.200000
269.996500	3521.041834	0.200000
270.001500	3520.943895	0.200000
269.996000	3523.952126	0.200000
270.002000	3522.298173	0.200000
269.999000	3520.304943	0.200000
269.991000	3522.758517	0.200000
270.003000	3521.441086	0.200000
269.993500	3520.500136	0.200000
270.000500	3521.070349	0.200000
270.001000	3521.044933	0.200000
270.007000	3520.241742	0.200000
269.998000	3520.064544	0.200000
270.001500	3521.646327	0.200000
269.990000	3521.916091	0.200000
269.999500	3521.237109	0.200000
270.000000	3522.282044	0.200000
269.999000	3521.206112	0.200000
270.000500	3519.746747	0.200000
269.999500	3520.079413	0.200000
269.997500	3522.773409	0.200000
269.995000	3519.227121	0.200000
269.999000	3519.201113	0.200000
269.994000	3520.764766	0.200000
269.991500	3521.813762	0.200000
270.008500	3521.207352	0.200000
269.994000	3521.490689	0.200000
270.006000	3522.088514	0.200000
269.998000	3520.589375	0.200000
270.000000	3522.380678	0.200000
269.992000	3520.539178	0.200000
269.998000	3521.297246	0.200000
270.005500	3523.653493	0.200000
270.012000	3522.481800	0.200000
270.000500	3522.483661	0.200000
269.997000	3523.395877	0.200000
269.996000	3521.780274	0.200000
270.001000	3521.827406	0.200000
269.993000	3521.305306	0.200000
270.000500	3522.370132	0.200000
269.998000	3521.911130	0.200000
269.996000	3520.914762	0.200000
269.997000	3522.376956	0.200000
270.005000	3521.903688	0.200000
270.001500	3522.130692	0.200000
270.004000	3521.952063	0.200000
270.004000	3523.695088	0.200000
270.005000	3523.240705	0.200000
270.001000	3521.874539	0.200000
269.999500	3521.721981	0.200000
269.998500	3522.913647	0.200000
269.989500	3523.251877	0.200000
269.998500	3522.434030	0.200000
269.993000	3523.742271	0.200000
269.996000	3522.669169	0.200000
269.998500	3522.301895	0.200000
270.000000	3523.057619	0.200000
270.003000	3523.475331	0.200000
269.999500	3522.613949	0.200000
269.997000	3521.973150	0.200000
270.005000	3523.495194	0.200000
270.004000	3523.461674	0.200000
269.999000	3522.606503	0.200000
270.007500	3523.438707	0.200000
270.001500	3523.876377	0.200000
270.002000	3522.097198	0.200000
270.001500	3522.797609	0.200000
270.001000	3523.347462	0.200000
269.993000	3524.030984	0.200000
270.005500	3522.688403	0.200000
270.003000	3523.760896	0.200000
269.997500	3523.436845	0.200000
270.003500	3525.062667	0.200000
269.995000	3523.876998	0.200000
270.002000	3522.265296	0.200000
269.998000	3522.498550	0.200000
270.000000	3525.013585	0.200000
270.007000	3524.527185	0.200000
270.008000	3523.441190	0.200000
269.995000	3525.256524	0.200000
270.007000	3526.326851	0.200000
270.003500	3526.070087	0.200000
270.003500	3525.288214	0.200000
270.001500	3525.756178	0.200000
269.997000	3526.537015	0.200000
269.998000	3526.275247	0.200000
269.999000	3525.299399	0.200000
269.996500	3525.904734	0.200000
270.001000	3524.334650	0.200000
270.002500	3524.407314	0.200000
269.995000	3524.304219	0.200000
269.994000	3525.666056	0.200000
269.997000	3525.862466	0.200000
270.001000	3525.502604	0.200000
269.999000	3524.784966	0.200000
270.004000	3524.297387	0.200000
270.000000	3523.786351	0.200000
270.005000	3525.928355	0.200000
270.003000	3525.961922	0.200000
269.994000	3524.858891	0.200000
269.989500	3524.837769	0.200000
270.000500	3524.671910	0.200000
270.001000	3525.489554	0.200000
270.005000	3524.894302	0.200000
269.994000	3525.971246	0.200000
269.996500	3524.748315	0.200000
269.996500	3525.830143	0.200000
270.003500	3524.269441	0.200000
270.003000	3524.527185	0.200000
270.004000	3525.625036	0.200000
270.000000	3524.703590	0.200000
270.000500	3524.699242	0.200000
270.005000	3526.433173	0.200000
269.998000	3523.752204	0.200000
270.006500	3525.097460	0.200000
269.997000	3526.499084	0.200000
269.996000	3525.388260	0.200000
269.990000	3524.287451	0.200000
269.995500	3525.408145	0.200000
270.008500	3525.921517	0.200000
269.997000	3526.687502	0.200000
269.993000	3525.136603	0.200000
270.001000	3526.741606	0.200000
269.996500	3526.430686	0.200000
269.998000	3524.684955	0.200000
269.995500	3525.170777	0.200000
269.998000	3524.903620	0.200000
270.001000	3525.806524	0.200000
270.002500	3524.761982	0.200000
269.999500	3527.311977	0.200000
269.997000	3525.654247	0.200000
269.997500	3525.569102	0.200000
270.003000	3526.791981	0.200000
270.008000	3525.848791	0.200000
269.998000	3525.350354	0.200000
269.997500	3524.451410	0.200000
270.002000	3525.399445	0.200000
269.995500	3524.647685	0.200000
269.998500	3524.092458	0.200000
270.005000	3527.410271	0.200000
269.997000	3525.068259	0.200000
270.001500	3527.497993	0.200000
270.000500	3527.582609	0.200000
269.992000	3527.782967	0.200000
270.001500	3527.901823	0.200000
270.001000	3526.925075	0.200000
270.004000	3528.190596	0.200000
270.004000	3529.371073	0.200000
269.993000	3529.371073	0.200000
270.004000	3527.215554	0.200000
270.003000	3528.086034	0.200000
270.001500	3527.289581	0.200000
270.004500	3528.612638	0.200000
269.998500	3528.339980	0.200000
270.002000	3528.335622	0.200000
270.000000	3526.660140	0.200000
270.000500	3528.773264	0.200000
269.997000	3529.987153	0.200000
269.995500	3529.740446	0.200000
270.007500	3528.942000	0.200000
270.004000	3530.830328	0.200000
270.000000	3528.873508	0.200000
270.006500	3529.708675	0.200000
270.002000	3529.529900	0.200000
270.001500	3529.715528	0.200000
269.995000	3528.680498	0.200000
269.995000	3529.100166	0.200000
270.005000	3528.812489	0.200000
269.994500	3527.791678	0.200000
270.001000	3528.341224	0.200000
270.000000	3528.814357	0.200000
270.006500	3528.475058	0.200000
270.007000	3528.945736	0.200000
269.998000	3529.212260	0.200000
270.003000	3529.176140	0.200000
269.999000	3527.876931	0.200000
270.000500	3529.511214	0.200000
269.995500	3528.292673	0.200000
270.007000	3528.632560	0.200000
270.001000	3528.418411	0.200000
270.002500	3528.488754	0.200000
269.997500	3527.723853	0.200000
270.000000	3529.014232	0.200000
269.998500	3529.053462	0.200000
269.998000	3529.120093	0.200000
269.993500	3529.546095	0.200000
269.996500	3529.804611	0.200000
269.999500	3528.566569	0.200000
270.000000	3529.997744	0.200000
270.004000	3529.652612	0.200000
270.000000	3530.347307	0.200000
270.002000	3531.660809	0.200000
270.000000	3530.748672	0.200000
269.998000	3529.591566	0.200000
